,active,Astapor,King's Landing,Winterfell,Unknown,iPhone,trips_in_first_30_days,avg_rating_of_driver,avg_surge,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver
34631,No,0,1,0,0,0,1,5.0,1.0,1,60.0,8.14,5.0
34632,No,0,0,1,0,1,3,4.8,1.03,0,66.0,5.24,4.6
34633,No,1,0,0,0,1,16,4.8,1.05,1,67.9,4.6,4.7
34634,No,1,0,0,0,0,4,4.6,1.0,0,50.0,3.15,4.7
34635,No,0,1,0,0,1,4,4.3,1.15,1,56.8,4.5,4.7
34636,No,0,0,1,0,1,1,4.7,1.0,1,100.0,13.47,4.8
34637,No,0,0,1,0,1,0,3.8,1.05,1,60.0,4.21,5.0
34638,No,0,0,1,0,1,4,3.6,1.0,1,37.5,7.05,4.9
34639,No,0,0,1,0,0,8,3.4,1.05,1,58.3,3.31,4.8
34640,No,0,0,1,0,1,2,3.8,1.16,0,73.1,2.58,4.8
34641,No,0,0,1,0,1,0,4.3,1.0,1,80.0,8.35,5.0
34642,No,0,1,0,0,1,1,5.0,1.0,1,0.0,12.48,5.0
34643,No,1,0,0,0,1,6,4.7,1.38,0,42.9,2.12,4.6
34644,No,1,0,0,0,1,2,4.0,1.03,0,77.8,5.53,4.7
34645,No,0,0,1,0,0,3,4.8,1.0,0,50.0,9.09,5.0
34646,No,0,0,1,0,1,0,4.0,1.0,0,100.0,2.17,5.0
34647,No,0,1,0,0,1,8,5.0,1.25,0,74.1,4.1,4.9
34648,No,0,0,1,0,1,6,5.0,1.0,1,70.0,1.88,4.9
34649,No,0,0,1,0,1,1,4.6,1.02,1,61.5,9.76,4.5
34650,No,0,0,1,0,1,6,4.7,1.04,1,84.6,6.97,4.6
34651,No,0,0,1,0,1,0,5.0,1.0,1,0.0,20.4,5.0
34652,No,0,0,1,0,1,0,5.0,1.0,0,100.0,1.43,5.0
34653,No,0,0,1,0,1,2,5.0,1.0,0,50.0,3.1,5.0
34654,No,0,0,1,0,0,8,4.5,1.03,1,82.8,4.35,4.6
34655,No,0,0,1,0,1,0,5.0,1.16,1,25.0,5.46,4.5
34656,No,1,0,0,0,0,2,4.5,1.0,1,0.0,0.47,5.0
34657,No,0,1,0,0,1,1,4.8,1.0,0,75.0,1.59,5.0
34658,No,0,0,1,0,1,2,5.0,1.0,0,0.0,4.47,5.0
34659,No,0,0,1,0,0,1,5.0,1.0,0,50.0,8.99,5.0
34660,No,0,1,0,0,0,2,5.0,1.29,0,66.7,3.93,5.0
34661,No,0,0,1,0,1,2,4.9,1.0,1,69.2,9.15,5.0
34662,No,0,0,1,0,0,1,5.0,1.0,1,0.0,1.26,5.0
34663,No,0,0,1,0,1,5,3.9,1.0,0,16.7,1.86,4.6
34664,No,0,0,1,0,0,3,4.7,1.0,1,100.0,4.56,5.0
34665,No,0,1,0,0,1,1,5.0,1.06,0,100.0,5.41,4.5
34666,No,1,0,0,0,1,7,5.0,1.04,1,58.3,5.01,5.0
34667,No,1,0,0,0,1,1,5.0,1.0,1,0.0,7.66,5.0
34668,No,1,0,0,0,0,7,4.6,1.0,1,53.7,4.17,4.6
34669,No,0,0,1,0,0,4,5.0,1.0,0,50.0,8.91,5.0
34670,No,0,0,1,0,1,0,3.3,1.08,0,100.0,2.98,4.3
34671,No,0,0,1,0,1,1,4.3,1.0,0,100.0,2.63,4.7
34672,No,0,1,0,0,0,4,5.0,1.0,1,100.0,3.05,4.0
34673,No,0,0,1,0,0,1,5.0,1.0,0,0.0,6.13,5.0
34674,No,0,0,1,0,1,2,5.0,1.0,1,100.0,1.16,5.0
34675,No,0,1,0,0,1,5,5.0,1.03,1,43.5,2.01,5.0
34676,No,1,0,0,0,1,0,4.0,1.0,1,33.3,5.03,3.7
34677,No,0,1,0,0,1,0,5.0,1.0,1,0.0,2.54,5.0
34678,No,0,0,1,0,1,0,5.0,1.0,1,100.0,18.79,5.0
34679,No,0,0,1,0,1,2,5.0,1.0,1,33.3,5.43,3.5
34680,No,0,1,0,0,1,2,3.0,1.0,1,100.0,10.99,5.0
34681,No,0,0,1,0,1,7,4.6,1.09,0,52.6,4.67,4.7
34682,No,0,1,0,0,1,1,5.0,1.0,0,0.0,4.38,5.0
34683,No,1,0,0,0,1,3,5.0,1.0,1,100.0,5.86,5.0
34684,No,1,0,0,0,0,0,4.0,1.0,0,100.0,2.41,5.0
34685,No,0,0,1,0,1,0,4.6,1.28,0,75.0,3.61,4.9
34686,No,0,0,1,0,1,2,4.0,1.15,0,40.0,5.47,5.0
34687,No,1,0,0,0,1,0,5.0,1.0,0,75.0,7.13,4.7
34688,No,1,0,0,0,0,1,4.0,1.0,0,100.0,20.86,5.0
34689,No,0,1,0,0,1,1,5.0,1.0,0,0.0,2.86,5.0
34690,No,1,0,0,0,1,1,5.0,1.0,0,0.0,6.49,5.0
34691,No,0,0,1,0,0,2,5.0,1.0,1,100.0,10.54,5.0
34692,No,0,1,0,0,1,4,5.0,1.02,0,62.5,4.93,4.8
34693,No,0,0,1,0,0,1,5.0,1.0,0,66.7,3.15,5.0
34694,No,1,0,0,0,0,1,5.0,1.0,0,33.3,1.54,4.3
34695,No,1,0,0,0,1,14,4.9,1.09,0,87.1,2.56,4.1
34696,No,1,0,0,0,0,8,4.6,1.31,0,37.5,2.51,4.9
34697,No,1,0,0,0,1,3,4.7,1.0,0,100.0,3.76,4.9
34698,No,1,0,0,0,1,1,4.7,1.04,1,41.7,2.91,4.8
34699,No,1,0,0,0,0,4,5.0,1.12,1,61.5,4.15,5.0
34700,No,0,1,0,0,0,3,5.0,1.18,0,0.0,2.23,4.9
34701,No,0,1,0,0,1,1,5.0,1.0,1,100.0,3.51,5.0
34702,No,0,0,1,0,1,1,5.0,1.0,0,100.0,2.76,5.0
34703,No,1,0,0,0,1,1,5.0,1.0,0,0.0,4.41,5.0
34704,No,0,1,0,0,1,1,5.0,1.0,0,0.0,2.59,5.0
34705,No,0,1,0,0,1,1,5.0,1.0,0,0.0,1.98,5.0
34706,No,0,0,1,0,1,6,4.3,1.0,0,45.2,3.45,4.4
34707,No,1,0,0,0,1,3,4.7,1.04,1,75.0,5.45,5.0
34708,No,1,0,0,0,1,0,5.0,1.0,1,100.0,13.79,1.0
34709,No,0,0,1,0,1,5,4.1,1.29,1,55.6,2.63,4.8
34710,No,0,1,0,0,1,2,3.5,1.33,1,100.0,7.19,5.0
34711,No,0,0,1,0,1,1,5.0,1.0,0,100.0,7.24,5.0
34712,No,0,1,0,0,1,0,5.0,1.0,0,0.0,1.12,5.0
34713,No,0,0,1,0,1,3,4.0,1.0,0,33.3,1.08,4.7
34714,No,1,0,0,0,1,1,4.3,1.12,0,59.0,2.39,4.7
34715,No,0,0,1,0,1,1,4.0,1.0,0,57.1,5.1,4.4
34716,No,0,0,1,0,0,3,5.0,1.0,0,75.0,4.36,4.0
34717,No,0,0,1,0,1,2,5.0,1.13,0,25.0,3.23,5.0
34718,No,1,0,0,0,1,0,5.0,1.0,1,0.0,6.43,5.0
34719,No,1,0,0,0,0,1,5.0,1.0,1,0.0,9.93,5.0
34720,Yes,1,0,0,0,1,0,3.3,1.24,1,26.1,4.14,4.9
34721,No,1,0,0,0,0,2,5.0,1.0,0,100.0,17.05,5.0
34722,No,0,0,1,0,1,2,5.0,1.0,1,100.0,1.07,5.0
34723,No,1,0,0,0,0,0,2.0,1.0,0,50.0,5.76,4.5
34724,No,0,0,1,0,1,0,4.0,1.0,1,100.0,10.97,5.0
34725,No,0,1,0,0,1,5,5.0,1.0,0,60.0,1.6,5.0
34726,No,0,0,1,0,1,2,5.0,1.25,0,0.0,3.59,4.7
34727,No,0,1,0,0,1,0,5.0,1.0,0,0.0,3.47,5.0
34728,No,0,0,1,0,0,1,5.0,1.25,0,25.0,7.06,4.8
34729,No,0,1,0,0,1,0,5.0,1.0,1,100.0,2.76,5.0
34730,No,0,0,1,0,1,0,1.0,1.0,1,100.0,7.05,5.0
34731,No,1,0,0,0,1,0,3.5,1.1,0,80.0,1.97,5.0
34732,No,0,0,1,0,1,8,4.7,1.22,0,68.4,4.35,4.9
34733,No,0,0,1,0,0,2,5.0,1.0,0,33.3,4.89,4.5
34734,No,0,0,1,1,0,16,4.8,1.02,1,68.1,5.51,4.4
34735,No,0,0,1,0,0,3,4.7,1.0,0,0.0,6.47,5.0
34736,No,0,0,1,0,0,0,5.0,1.0,0,50.0,4.29,5.0
34737,No,0,0,1,0,0,1,5.0,1.0,0,33.3,7.59,4.8
34738,No,0,1,0,0,1,5,4.4,1.08,0,57.9,2.68,5.0
34739,No,0,1,0,0,1,4,5.0,1.06,0,84.6,2.15,5.0
34740,No,1,0,0,0,1,1,5.0,1.0,1,33.3,3.78,5.0
34741,No,0,1,0,0,0,3,4.6,1.06,0,53.8,3.07,5.0
34742,No,0,1,0,0,1,0,4.0,1.0,0,33.3,5.52,5.0
34743,No,1,0,0,0,1,12,4.8,1.14,0,72.7,2.3,4.6
34744,No,1,0,0,0,1,0,5.0,1.0,1,25.0,4.18,5.0
34745,No,1,0,0,0,1,3,5.0,1.0,0,100.0,2.18,5.0
34746,No,1,0,0,0,1,0,5.0,1.0,0,0.0,0.42,5.0
34747,No,0,1,0,0,1,2,5.0,1.0,0,50.0,6.63,4.5
34748,No,1,0,0,0,1,2,5.0,1.0,0,100.0,5.46,5.0
34749,No,0,0,1,0,1,2,5.0,1.0,1,100.0,0.69,5.0
34750,No,1,0,0,0,1,2,5.0,1.0,1,100.0,13.92,5.0
34751,No,0,1,0,0,0,1,5.0,1.0,0,100.0,10.68,5.0
34752,No,0,0,1,0,1,3,3.7,1.03,0,69.0,2.54,4.8
34753,No,1,0,0,0,0,0,5.0,1.0,0,100.0,16.28,5.0
34754,No,0,0,1,0,0,4,5.0,1.0,0,80.0,3.82,5.0
34755,No,0,0,1,0,1,0,5.0,1.0,1,100.0,17.34,5.0
34756,No,1,0,0,0,1,0,4.3,1.03,1,0.0,6.59,4.9
34757,No,0,0,1,0,1,0,5.0,1.0,1,0.0,2.48,5.0
34758,No,0,0,1,0,1,2,5.0,1.0,1,0.0,15.0,5.0
34759,No,0,0,1,0,1,7,4.3,1.03,0,41.2,2.96,4.4
34760,No,0,0,1,0,1,2,5.0,1.0,1,81.3,4.89,4.9
34761,No,1,0,0,0,1,0,4.0,1.0,1,88.9,3.29,4.9
34762,No,0,0,1,0,0,2,4.4,1.0,0,77.8,12.15,4.6
34763,No,0,0,1,0,1,1,4.8,1.0,0,72.2,2.44,4.7
34764,No,0,0,1,0,1,7,4.7,1.09,0,64.7,3.19,4.8
34765,No,0,0,1,0,0,3,5.0,1.0,0,33.3,5.0,4.7
34766,No,0,0,1,0,1,3,5.0,1.17,0,83.3,3.23,5.0
34767,No,1,0,0,0,0,3,4.3,1.0,1,100.0,3.55,5.0
34768,No,1,0,0,0,0,1,4.2,1.16,0,61.5,3.9,4.6
34769,No,0,1,0,0,0,2,5.0,1.0,0,50.0,2.83,5.0
34770,No,1,0,0,0,0,0,4.8,1.17,0,44.4,3.04,5.0
34771,No,0,0,1,0,1,0,1.0,1.0,1,100.0,1.3,5.0
34772,No,1,0,0,0,0,0,3.8,1.0,0,60.0,4.98,5.0
34773,No,0,0,1,0,0,1,4.0,1.0,0,100.0,3.64,3.0
34774,No,0,0,1,0,1,4,5.0,1.0,1,75.0,2.86,5.0
34775,No,0,1,0,0,1,2,3.8,1.0,1,100.0,17.38,5.0
34776,No,1,0,0,0,0,2,5.0,1.0,0,100.0,8.55,4.5
34777,No,0,0,1,0,1,0,5.0,1.0,0,100.0,16.03,5.0
34778,No,0,0,1,0,1,4,4.0,1.0,0,75.0,5.57,5.0
34779,No,0,0,1,1,0,1,5.0,1.0,1,57.1,2.58,4.9
34780,No,1,0,0,0,0,1,5.0,1.0,0,100.0,5.07,5.0
34781,No,1,0,0,0,1,7,5.0,1.24,1,73.3,1.72,4.7
34782,No,1,0,0,0,1,4,5.0,1.0,0,71.4,3.31,5.0
34783,No,0,1,0,0,1,14,3.9,1.15,0,68.5,4.6,4.5
34784,No,1,0,0,0,1,5,4.4,1.02,0,76.4,3.9,4.9
34785,No,1,0,0,0,1,0,5.0,1.0,0,100.0,3.73,5.0
34786,No,0,1,0,0,1,0,5.0,1.0,0,100.0,3.22,5.0
34787,No,0,0,1,0,1,1,5.0,1.0,0,0.0,0.75,5.0
34788,No,0,0,1,0,1,3,5.0,1.0,0,20.0,5.87,4.4
34789,No,1,0,0,0,1,0,4.7,1.0,0,68.8,3.68,4.9
34790,No,1,0,0,0,1,0,4.5,1.0,1,0.0,7.66,5.0
34791,No,1,0,0,0,1,5,4.3,1.0,1,63.6,6.59,5.0
34792,No,0,1,0,0,1,2,5.0,1.07,0,85.7,10.65,4.7
34793,No,1,0,0,0,0,0,5.0,1.0,0,100.0,2.26,4.0
34794,No,0,0,1,0,1,1,5.0,1.0,1,100.0,17.89,5.0
34795,No,1,0,0,0,0,0,1.0,1.0,1,100.0,4.43,5.0
34796,No,0,0,1,0,1,6,4.8,1.0,0,80.0,6.14,5.0
34797,No,0,1,0,0,1,5,5.0,1.08,1,25.0,5.75,5.0
34798,No,1,0,0,0,0,0,5.0,1.0,1,100.0,5.42,5.0
34799,No,0,0,1,0,1,1,5.0,1.0,0,100.0,13.42,5.0
34800,No,1,0,0,0,1,2,4.1,1.15,1,33.3,8.83,4.8
34801,No,0,0,1,0,0,6,4.9,1.05,0,46.7,2.78,4.7
34802,No,0,1,0,0,1,2,4.7,1.0,0,100.0,3.53,4.6
34803,No,0,0,1,0,1,3,4.3,1.0,1,100.0,4.03,4.8
34804,No,1,0,0,0,1,6,4.6,1.0,0,92.9,6.63,5.0
34805,No,0,1,0,0,1,12,4.9,1.05,1,27.5,10.59,4.9
34806,No,0,0,1,0,1,3,4.2,1.02,1,66.7,4.5,4.6
34807,No,0,0,1,0,1,0,4.0,1.0,0,100.0,8.45,5.0
34808,No,1,0,0,0,0,0,5.0,1.0,0,100.0,1.64,5.0
34809,No,0,0,1,0,1,1,4.9,1.0,1,42.9,4.63,4.7
34810,No,0,0,1,0,1,2,4.6,1.04,1,75.6,3.67,4.7
34811,No,0,0,1,0,1,1,4.4,1.0,1,100.0,2.69,4.7
34812,No,0,1,0,0,1,1,4.0,1.0,1,0.0,11.91,5.0
34813,No,0,0,1,0,0,1,5.0,1.0,0,100.0,3.19,5.0
34814,No,0,0,1,0,1,1,5.0,1.0,0,0.0,11.01,5.0
34815,No,0,0,1,0,0,0,4.4,1.0,0,100.0,16.11,5.0
34816,No,0,0,1,0,1,1,5.0,1.0,0,0.0,1.05,5.0
34817,No,0,0,1,0,1,12,3.8,1.0,0,66.7,5.3,4.7
34818,Yes,0,0,1,0,1,0,4.6,1.02,0,56.3,3.17,4.6
34819,No,1,0,0,0,1,1,5.0,1.0,0,0.0,2.35,5.0
34820,No,0,0,1,0,1,3,5.0,1.02,0,80.0,4.73,4.9
34821,No,0,0,1,0,0,2,5.0,1.0,1,66.7,3.47,3.7
34822,No,1,0,0,0,1,1,4.0,1.0,0,100.0,1.97,1.0
34823,No,0,1,0,0,1,3,5.0,1.05,0,46.7,6.3,4.6
34824,No,0,1,0,0,1,3,4.7,1.0,0,100.0,12.48,5.0
34825,No,0,0,1,0,1,11,4.7,1.24,1,72.1,3.46,4.6
34826,No,0,1,0,0,1,6,5.0,1.0,0,45.5,6.96,5.0
34827,No,0,0,1,0,0,1,5.0,1.0,0,0.0,16.04,5.0
34828,No,0,0,1,0,1,2,5.0,1.0,0,0.0,3.17,5.0
34829,No,1,0,0,0,0,3,5.0,1.0,1,87.5,2.62,4.6
34830,No,1,0,0,0,1,1,5.0,1.0,0,100.0,3.06,5.0
34831,No,0,0,1,0,1,3,3.3,1.0,0,100.0,2.06,5.0
34832,No,1,0,0,0,1,3,4.2,1.0,1,62.5,4.5,4.8
34833,No,0,0,1,0,1,1,4.0,1.0,0,100.0,1.81,5.0
34834,No,0,1,0,0,0,0,5.0,1.1,1,40.0,1.96,5.0
34835,No,0,1,0,0,1,0,5.0,1.0,0,66.7,14.7,4.7
34836,No,1,0,0,0,1,0,5.0,1.0,1,100.0,12.37,5.0
34837,No,0,1,0,0,0,2,4.3,1.0,1,100.0,15.06,5.0
34838,No,0,0,1,0,1,12,4.7,1.07,0,78.3,4.19,4.6
34839,No,0,0,1,0,1,8,4.6,1.0,1,92.3,9.09,4.9
34840,No,1,0,0,0,1,5,4.3,1.1,0,52.9,3.43,4.6
34841,No,1,0,0,0,0,2,5.0,1.0,0,100.0,5.82,5.0
34842,No,1,0,0,0,1,0,5.0,1.0,0,100.0,14.35,5.0
34843,No,0,0,1,0,0,2,4.8,1.0,0,100.0,3.98,4.6
34844,No,1,0,0,0,1,0,4.7,1.13,1,50.0,2.25,4.7
34845,No,0,0,1,0,0,4,4.4,1.0,0,100.0,1.0,4.9
34846,No,0,0,1,0,1,2,5.0,1.0,0,0.0,6.76,4.0
34847,No,1,0,0,0,1,0,5.0,1.0,0,100.0,1.45,5.0
34848,No,0,0,1,0,1,1,5.0,1.0,1,100.0,9.14,5.0
34849,No,0,0,1,0,1,2,3.8,1.0,1,20.0,1.79,4.6
34850,No,0,0,1,0,1,1,5.0,1.0,0,0.0,1.89,5.0
34851,No,0,1,0,0,1,1,5.0,1.0,0,82.7,3.08,4.8
34852,No,0,0,1,0,1,2,4.5,1.0,1,42.9,2.95,4.7
34853,No,0,0,1,0,1,2,4.5,1.0,1,100.0,14.03,4.5
34854,No,0,0,1,0,1,6,4.6,1.04,1,21.9,4.16,4.6
34855,No,0,0,1,0,1,0,5.0,1.0,0,50.0,3.21,5.0
34856,No,0,0,1,0,0,0,5.0,1.0,1,25.0,1.93,4.8
34857,No,0,0,1,0,1,0,1.0,1.0,0,100.0,5.77,3.5
34858,No,1,0,0,0,1,3,4.0,1.0,1,66.7,6.51,5.0
34859,No,0,1,0,0,1,11,4.9,1.0,1,71.2,2.5,4.9
34860,No,1,0,0,0,0,2,5.0,1.0,1,50.0,1.91,5.0
34861,No,0,0,1,0,1,1,4.0,1.0,0,50.0,4.25,4.5
34862,No,1,0,0,0,0,0,4.9,1.13,0,50.0,2.63,4.8
34863,No,0,0,1,0,1,1,4.0,1.0,0,100.0,2.31,5.0
34864,No,0,1,0,0,1,0,5.0,1.0,1,100.0,7.45,5.0
34865,No,0,0,1,0,1,9,5.0,1.17,0,73.3,2.3,4.9
34866,No,0,0,1,0,1,4,3.9,1.1,0,27.8,4.35,4.9
34867,No,0,0,1,0,1,1,5.0,1.0,0,100.0,1.25,5.0
34868,No,0,0,1,0,0,0,5.0,1.0,0,50.0,5.02,5.0
34869,No,0,1,0,0,0,10,5.0,1.06,1,84.6,4.55,5.0
34870,No,0,0,1,0,1,2,5.0,1.0,1,100.0,3.26,5.0
34871,No,1,0,0,0,1,0,4.0,1.0,1,100.0,7.95,5.0
34872,No,1,0,0,0,1,1,5.0,1.0,0,100.0,8.52,5.0
34873,No,0,1,0,0,1,4,3.5,1.0,1,85.7,7.44,4.9
34874,No,0,1,0,0,1,1,4.0,1.0,0,0.0,3.31,5.0
34875,No,0,1,0,0,1,5,5.0,1.0,0,80.0,4.02,4.8
34876,No,0,0,1,0,1,0,3.7,1.0,0,66.7,4.13,4.7
34877,No,0,0,1,0,1,2,5.0,1.22,0,55.6,3.68,4.9
34878,No,0,0,1,0,1,2,5.0,1.0,0,100.0,6.34,5.0
34879,No,0,0,1,0,1,5,4.3,1.2,0,81.8,3.98,4.5
34880,No,0,0,1,0,0,5,4.7,1.0,1,20.0,3.7,4.8
34881,No,0,0,1,0,1,2,4.0,1.06,0,75.0,3.79,5.0
34882,No,1,0,0,0,1,1,5.0,1.0,0,100.0,1.69,3.0
34883,No,1,0,0,0,1,2,5.0,1.0,1,50.0,6.88,4.0
34884,No,0,0,1,0,1,1,4.0,1.0,1,0.0,1.78,4.0
34885,No,1,0,0,0,0,3,5.0,1.0,1,66.7,1.97,4.9
34886,No,1,0,0,0,1,1,5.0,1.0,0,100.0,7.13,5.0
34887,No,0,0,1,0,0,0,4.0,1.0,1,0.0,1.07,5.0
34888,No,0,1,0,0,0,0,4.9,1.04,1,69.2,1.55,4.8
34889,No,1,0,0,0,0,1,3.8,1.58,0,66.7,2.92,4.7
34890,No,0,1,0,0,1,2,4.1,1.07,0,76.3,2.7,4.9
34891,No,0,1,0,0,1,1,5.0,1.0,0,50.0,5.87,5.0
34892,No,1,0,0,0,1,4,4.9,1.05,1,71.4,4.11,4.9
34893,No,0,1,0,0,0,0,5.0,1.0,1,42.9,1.77,5.0
34894,No,0,0,1,0,1,0,3.0,1.0,0,33.3,7.77,4.3
34895,No,1,0,0,0,0,2,5.0,1.0,0,100.0,1.45,5.0
34896,No,0,1,0,0,1,14,3.9,1.22,0,68.2,4.28,4.9
34897,No,0,0,1,0,1,1,4.0,1.02,1,38.1,2.18,4.8
34898,No,0,0,1,0,0,1,4.0,1.0,0,0.0,10.33,5.0
34899,No,1,0,0,0,1,1,5.0,1.23,1,90.0,2.87,5.0
34900,No,0,1,0,0,1,15,4.9,1.13,0,78.0,1.56,4.9
34901,No,0,1,0,0,1,6,5.0,1.06,1,70.1,4.5,4.8
34902,No,0,0,1,0,1,1,5.0,1.0,1,0.0,0.92,5.0
34903,No,1,0,0,0,0,3,4.7,1.0,0,100.0,9.79,5.0
34904,No,0,1,0,0,1,2,5.0,1.0,1,33.3,4.26,5.0
34905,No,0,1,0,0,0,0,5.0,1.0,0,100.0,9.12,5.0
34906,No,0,1,0,0,1,4,4.4,1.03,1,46.7,16.05,5.0
34907,No,0,0,1,0,1,1,4.3,1.0,1,30.4,2.14,4.6
34908,No,0,1,0,0,1,4,5.0,1.02,0,68.8,1.38,4.9
34909,No,0,1,0,0,1,3,4.7,1.21,1,46.9,3.16,4.9
34910,No,0,0,1,0,0,1,5.0,1.0,1,100.0,3.62,5.0
34911,No,0,0,1,0,0,1,4.5,1.0,0,33.3,4.4,3.0
34912,No,0,1,0,0,0,2,4.4,1.14,0,83.9,2.32,4.8
34913,No,0,0,1,0,0,1,4.0,1.0,0,60.0,2.89,5.0
34914,No,1,0,0,0,1,13,5.0,1.0,0,66.7,2.52,4.9
34915,No,0,0,1,0,1,0,4.0,1.0,1,0.0,1.36,5.0
34916,No,0,0,1,0,1,0,5.0,1.0,0,100.0,8.25,5.0
34917,No,0,1,0,0,0,3,4.4,1.0,1,61.5,2.88,5.0
34918,No,0,1,0,0,1,0,5.0,1.0,1,100.0,3.4,5.0
34919,No,0,0,1,0,1,4,4.5,1.07,0,56.7,3.07,4.6
34920,No,0,0,1,0,1,2,1.0,1.0,1,50.0,13.51,5.0
34921,No,0,0,1,0,1,8,4.2,1.0,1,63.2,2.51,4.5
34922,No,0,0,1,0,1,0,4.5,1.0,0,0.0,1.76,5.0
34923,No,1,0,0,0,1,9,4.4,1.24,1,42.3,3.12,4.8
34924,No,1,0,0,0,1,2,4.0,1.0,1,100.0,7.03,5.0
34925,No,1,0,0,0,1,8,4.6,1.1,1,76.2,1.34,4.8
34926,No,0,0,1,0,1,3,4.8,1.0,1,83.3,12.42,4.2
34927,No,0,1,0,0,1,0,5.0,1.0,0,83.3,11.53,5.0
34928,No,1,0,0,0,1,0,3.0,1.0,0,100.0,5.22,5.0
34929,No,0,1,0,0,1,1,5.0,1.0,1,100.0,14.77,5.0
34930,No,1,0,0,0,0,1,5.0,1.33,0,22.2,3.38,4.4
34931,Yes,0,0,1,0,1,0,4.5,1.04,1,61.9,7.39,4.4
34932,No,1,0,0,0,1,1,5.0,1.0,0,100.0,6.86,5.0
34933,No,0,0,1,0,1,8,5.0,1.03,1,63.9,7.0,4.8
34934,No,0,0,1,0,1,11,4.9,1.03,0,87.5,3.03,4.8
34935,No,0,0,1,0,1,0,5.0,1.0,1,0.0,2.68,5.0
34936,No,1,0,0,0,1,1,5.0,1.0,1,0.0,4.87,5.0
34937,No,1,0,0,0,1,0,5.0,1.0,1,100.0,7.44,5.0
34938,No,0,0,1,0,0,6,4.2,1.02,0,42.9,4.04,5.0
34939,No,0,0,1,0,1,1,4.8,1.08,1,61.5,6.49,5.0
34940,No,0,1,0,0,1,11,5.0,1.0,0,100.0,1.44,4.8
34941,No,0,0,1,0,0,1,5.0,1.0,1,85.7,10.89,4.3
34942,No,0,0,1,0,1,2,5.0,1.13,0,75.0,2.94,5.0
34943,No,0,1,0,0,0,2,5.0,1.0,0,100.0,11.41,5.0
34944,No,0,1,0,0,1,0,5.0,1.0,0,100.0,8.48,5.0
34945,No,0,0,1,0,1,1,4.0,1.0,0,100.0,15.38,5.0
34946,No,0,0,1,0,1,2,2.5,1.0,0,100.0,3.42,4.7
34947,No,0,0,1,0,0,0,5.0,1.0,0,50.0,8.79,4.8
34948,No,0,0,1,0,0,1,5.0,1.0,1,100.0,11.57,5.0
34949,No,0,0,1,0,1,5,4.7,1.17,0,91.7,14.03,5.0
34950,No,1,0,0,0,1,3,4.7,1.0,1,95.5,4.52,4.8
34951,No,0,0,1,0,0,1,4.4,1.13,0,50.0,5.38,4.8
34952,No,0,0,1,0,0,1,5.0,1.19,0,100.0,2.54,4.4
34953,No,0,1,0,0,1,0,4.7,1.0,1,90.9,9.41,5.0
34954,No,0,0,1,0,1,3,4.0,1.0,0,66.7,5.9,4.7
34955,No,1,0,0,0,1,10,4.9,1.19,1,65.9,3.77,4.7
34956,No,0,0,1,0,0,4,5.0,1.05,0,50.0,1.19,4.8
34957,No,1,0,0,0,1,2,4.0,1.0,0,0.0,2.45,5.0
34958,No,0,0,1,0,0,1,4.7,1.0,0,0.0,0.69,4.4
34959,No,0,0,1,0,1,4,5.0,1.0,0,75.0,4.49,5.0
34960,No,0,0,1,0,1,2,5.0,1.0,0,0.0,4.84,5.0
34961,No,0,0,1,0,1,8,4.9,1.03,1,54.3,1.85,4.7
34962,No,0,0,1,0,1,1,5.0,1.0,0,0.0,1.56,5.0
34963,No,1,0,0,0,1,0,4.0,1.0,0,80.0,1.66,5.0
34964,No,0,0,1,0,1,1,4.6,1.07,0,40.0,3.42,4.9
34965,No,1,0,0,0,0,1,5.0,1.0,0,0.0,5.03,5.0
34966,No,0,0,1,0,1,1,5.0,1.0,0,100.0,19.91,5.0
34967,No,0,0,1,0,1,9,4.8,1.1,0,9.5,7.51,5.0
34968,No,0,0,1,0,1,0,4.0,1.0,0,40.0,3.95,4.6
34969,No,0,1,0,0,1,0,5.0,1.15,0,20.0,6.59,5.0
34970,No,1,0,0,0,1,1,5.0,1.0,1,100.0,3.38,4.8
34971,No,0,1,0,0,1,0,4.9,1.18,0,47.4,2.34,4.7
34972,No,1,0,0,0,0,0,4.7,1.0,0,0.0,1.52,5.0
34973,No,0,0,1,0,1,1,4.4,1.0,0,78.9,7.72,4.8
34974,No,1,0,0,0,1,5,5.0,1.0,0,25.0,3.88,5.0
34975,No,1,0,0,0,1,1,5.0,1.08,0,66.7,4.54,5.0
34976,No,0,0,1,0,0,2,4.0,1.0,0,100.0,2.11,4.5
34977,No,0,1,0,0,1,22,3.8,1.13,0,70.9,1.57,4.2
34978,No,0,1,0,0,1,0,5.0,1.17,0,100.0,6.25,5.0
34979,No,0,0,1,0,1,6,4.5,1.0,0,35.7,11.82,4.7
34980,No,1,0,0,0,0,2,4.5,1.0,0,75.0,14.56,5.0
34981,No,0,0,1,0,1,2,4.0,1.0,1,66.7,11.46,4.7
34982,No,0,0,1,0,1,0,5.0,1.0,0,100.0,11.96,5.0
34983,No,0,0,1,0,1,0,5.0,1.0,0,0.0,2.8,5.0
34984,No,1,0,0,0,1,3,5.0,1.0,1,75.0,5.44,4.8
34985,No,0,1,0,0,0,1,5.0,1.0,1,100.0,15.21,5.0
34986,No,0,0,1,0,0,1,5.0,1.0,1,100.0,2.7,5.0
